VM,Powerstate,Template,SRM Placeholder,Config status,DNS Name,Connection state,Guest state,Heartbeat,Consolidation Needed,PowerOn,Suspend time,Creation date,Change Version,# CPU,Memory,NICs,Disks,min Required EVC Mode Key ,Latency Sensitivity,EnableUUID,CBT,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Num Monitors,Video Ram KiB,Resource pool,Folder,vApp,DAS protection,FT State,FT Latency,FT Bandwidth,FT Sec. Latency,Provisioned MiB,In Use MiB,Unshared MiB,HA Restart Priority,HA Isolation Response,HA VM Monitoring,Cluster rule(s),Cluster rule name(s),Boot Required,Boot delay,Boot retry delay,Boot retry enabled,Boot BIOS setup,Firmware,HW version,HW upgrade status,HW upgrade policy,HW target,Path,Log directory,Snapshot directory,Suspend directory,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VI SDK Server type,VI SDK API Version,VMs,VI SDK Server,VI SDK UUID
ecbrtsw115,poweredOn,False,False,green,ecbrtsw115.bgr.com,connected,running,green,False,2025-07-07 09:59:07,,2023-12-21 15:23:03,2025-07-07 10:05:21,4,14336,1,3,intel-haswell,normal,True,True,172.20.41.236,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,270441,214058,199617,,,,,,False,0,10000,False,False,bios,10,none,never,,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw115/ecbrtsw115.vmx,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw115/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw115/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw115/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-10655,422e1dad-f188-3d96-6447-995ac271df66,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw116,poweredOn,False,False,green,ecbrtsw116.bgr.com,connected,running,green,False,2025-06-26 17:21:14,,2024-01-04 16:39:15,2025-07-03 16:23:27,4,8192,1,2,intel-haswell,normal,True,,172.20.41.238,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,186462,72960,70818,,,,,,False,0,10000,False,False,bios,13,none,never,,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW116/ECBRTSW116.vmx,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW116/,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW116/,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW116/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-10665,422e2b6c-997b-2509-3a57-9ac71db6a6fd,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw117,poweredOn,False,False,green,ECBRTSW117.bgr.com,connected,running,green,False,2025-07-03 16:40:35,,2024-06-21 15:19:17,2025-07-03 16:47:16,4,10240,1,2,intel-haswell,normal,True,,172.20.41.251,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,188503,52785,48602,,,,,,False,0,10000,False,False,bios,13,none,never,,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw117/ecbrtsw117.vmx,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw117/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw117/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw117/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-16901,422eb6d4-794a-e560-17f0-96e0c212e185,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ECBRTSW118,poweredOn,False,False,green,ECBRTSW118.bgr.com,connected,running,green,False,2025-07-07 09:59:07,,2025-05-26 08:54:20,2025-07-07 09:59:06,4,6144,1,2,intel-haswell,normal,True,,172.20.41.89,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,241748,44773,38545,,,,,,False,0,10000,False,False,efi,19,none,never,,[DiskLun_Servidores_Test_Nimble_4] ECBRTSW12TMP/ECBRTSW12TMP.vmx,[DiskLun_Servidores_Test_Nimble_4] ECBRTSW12TMP/,[DiskLun_Servidores_Test_Nimble_4] ECBRTSW12TMP/,[DiskLun_Servidores_Test_Nimble_4] ECBRTSW12TMP/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-53214,422ea698-b646-0b13-fadd-edf92406cc86,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ECBRTSW119,poweredOn,False,False,green,ECBRTSW119.bgr.com,connected,running,green,False,2025-07-03 16:40:35,,2025-06-09 10:02:33,2025-07-03 16:40:18,2,8192,1,3,intel-haswell,normal,True,,172.20.41.183,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,296356,99648,91373,,,,,,False,0,10000,False,False,efi,19,none,never,,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW119/ECBRTSW119.vmx,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW119/,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW119/,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW119/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-54807,422eb8c4-2755-5df9-ea17-2e069103d306,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw12,poweredOn,False,False,green,ECBRTSW12.bgr.com,connected,running,green,False,2025-07-03 16:40:35,,2022-07-29 03:39:30,2025-07-03 16:39:45,2,4096,1,2,intel-haswell,normal,True,True,172.20.41.78,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,127082,93060,88858,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw12/ecbrtsw12.vmx,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw12/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw12/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw12/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-3195,423e3ec6-5e77-4387-19bf-a0a967f52fc2,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw12poc,poweredOn,False,False,green,ECBRTSW12POC.bgr.com,connected,running,green,False,2025-04-29 11:22:27,,2025-04-29 10:53:17,2025-07-03 16:29:28,2,4096,1,2,intel-haswell,normal,True,True,172.20.41.190,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,127059,94314,90135,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw12poc/ecbrtsw12poc.vmx,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw12poc/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw12poc/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw12poc/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-50441,422e657b-257e-53b8-1b54-b2479e3547bb,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw14,poweredOn,False,False,green,ECBRTSW14.bgr.com,connected,running,green,False,2025-07-03 16:40:34,,2020-12-21 09:33:46,2025-07-07 12:54:50,4,4096,1,4,intel-haswell,normal,True,True,172.20.41.77,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,137301,110945,106764,,,,,,False,0,10000,False,False,bios,9,none,never,,[DiskLun_Servidores_Test_Nimble_5] ecbrtsw14/ecbrtsw14.vmx,[DiskLun_Servidores_Test_Nimble_5] ecbrtsw14/,[DiskLun_Servidores_Test_Nimble_5] ecbrtsw14/,[DiskLun_Servidores_Test_Nimble_5] ecbrtsw14/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-3229,423eab6e-71b6-9d35-97e8-a4f12a4e85d9,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw15,poweredOn,False,False,green,ecbrtsw15.bgr.com,connected,running,green,False,2025-06-21 03:14:51,,2023-01-10 14:53:38,2025-07-03 16:27:49,4,8192,1,2,intel-haswell,normal,True,,172.20.41.21,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,206939,54976,52837,,,,,,False,0,10000,False,False,bios,13,none,never,,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw15/ecbrtsw15.vmx,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw15/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw15/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw15/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-7400,422e6d70-b1cd-2e7e-6b46-fcb1007504a2,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw16,poweredOn,False,False,green,ECBRTSW16.bgr.com,connected,running,green,False,2024-03-22 14:06:59,,2022-08-10 10:41:19,2025-07-03 16:24:11,2,4096,2,2,intel-haswell,normal,True,True,192.168.100.3,VM_Test_41,VM_Test_41,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,127058,55873,51695,,,,,,False,10000,10000,False,False,bios,9,none,never,,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw16/ecbrtsw16.vmx,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw16/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw16/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw16/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-3147,423e8188-399c-c1b5-6381-456f18b4c990,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw17,poweredOn,False,False,green,ecbrtsw17.bgr.com,connected,running,green,False,2024-06-26 07:55:33,,2022-08-10 09:52:33,2025-07-07 10:00:45,2,4096,1,2,intel-haswell,normal,True,True,172.20.41.39,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,239699,150741,146562,,,,,,False,10000,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw17/ecbrtsw17.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw17/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw17/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw17/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-3157,423ee7ed-62b5-5ef9-0818-fbfb963aec87,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw18,poweredOn,False,False,green,ecbrtsw18.bgr.com,connected,running,green,False,2025-07-03 16:40:35,,2022-08-10 08:13:08,2025-07-07 10:02:01,1,2048,1,2,intel-haswell,normal,,True,172.20.41.42,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,156013,23348,20935,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw18/ecbrtsw18.vmx,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw18/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw18/,[DiskLun_Servidores_Test_Nimble_4] ecbrtsw18/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3137,423e1754-62f9-8a10-5c4f-6a1d526becc0,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw19,poweredOn,False,False,green,ecbrtsw19.bgr.com,connected,running,green,False,2024-06-26 07:55:33,,2022-08-10 07:58:11,2025-07-03 16:24:37,1,2048,1,2,intel-haswell,normal,,True,172.20.41.43,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,84616,23059,20363,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw19/ecbrtsw19.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw19/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw19/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw19/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3194,423e48df-748a-8f67-0c75-57ab3fb5401a,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw21,poweredOn,False,False,green,ecbrtsw21.bgr.com,connected,running,green,False,2025-06-23 13:51:02,,2022-04-22 12:54:36,2025-07-03 16:28:22,4,8192,1,2,intel-haswell,normal,True,,172.20.41.46,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,309346,142761,140615,,,,,,False,0,10000,False,False,bios,13,none,never,,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw21/ecbrtsw21.vmx,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw21/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw21/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw21/,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),vm-5650,422e91f4-52f5-2878-ec4c-b755cf34abe0,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw22,poweredOn,False,False,green,ecbrtsw22.bgr.com,connected,running,green,False,2025-07-03 16:40:35,,2022-08-10 08:51:03,2025-07-08 10:50:38,1,3072,1,2,intel-haswell,normal,True,True,172.20.41.80,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,187473,60894,57741,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw22/ecbrtsw22.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw22/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw22/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw22/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-3156,423e8c1d-9b4b-bdf5-302d-6286787782e7,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw25,poweredOn,False,False,green,ecbrtsw25.bgr.com,connected,running,green,False,2023-07-27 16:22:04,,2022-07-29 02:00:34,2025-07-07 10:02:01,4,8192,2,2,intel-haswell,normal,True,True,172.20.41.84,VM_Test_41,VM_Test_41,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,141404,109582,101298,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw25/ecbrtsw25.vmx,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw25/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw25/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw25/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3176,423e79a9-5669-89af-4bf6-470a555f9d82,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw26,poweredOn,False,False,green,ecbrtsw26.bgr.com,connected,running,green,False,2022-10-14 07:53:34,,2022-07-28 21:37:48,2025-07-07 10:02:01,4,8192,2,2,intel-haswell,normal,True,True,172.20.41.85,VM_Test_41,VM_Test_41,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,141405,109700,101415,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw26/ecbrtsw26.vmx,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw26/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw26/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw26/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3135,423e39e5-9871-f6f2-0e87-a1a637e14dc2,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw28,poweredOn,False,False,green,ecbrtsw28.bgr.com,connected,running,green,False,2022-10-18 08:18:47,,2022-07-28 21:37:48,2025-07-07 09:41:25,4,8192,2,2,intel-haswell,normal,True,True,172.20.41.92,VM_Test_41,VM_Test_41,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,131157,107005,98728,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw28/ecbrtsw28.vmx,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw28/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw28/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw28/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3180,423e807c-cded-af75-eba6-38bc1fadbe28,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw29,poweredOn,False,False,green,ecbrtsw29.bgr.com,connected,running,green,False,2023-08-28 11:28:23,,2022-08-10 19:41:58,2025-07-07 09:41:43,4,8192,2,2,intel-haswell,normal,True,True,172.20.41.93,VM_Test_41,VM_Test_41,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,202841,94003,85722,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw29/ecbrtsw29.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw29/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw29/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw29/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3146,423ec1ad-5043-00d9-013d-70e306a0d15a,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw30,poweredOn,False,False,green,ecbrtsw30.bgr.com,connected,running,green,False,2025-05-05 16:11:44,,2020-12-11 09:41:42,2025-07-03 16:47:50,4,18432,1,3,intel-haswell,normal,True,True,172.20.41.59,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,274527,230026,211499,,,,,,False,0,10000,False,False,bios,10,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw30/ecbrtsw30.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw30/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw30/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw30/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3230,423e0b3e-2b3f-bf95-15cc-982a71a4f55f,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw31,poweredOn,False,False,green,ecbrtsw31.bgr.com,connected,running,green,False,2024-06-26 07:55:33,,2022-08-10 13:11:22,2025-07-08 02:19:31,2,4096,1,2,intel-haswell,normal,True,True,172.20.41.99,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,260178,172689,168511,,,,,,False,0,10000,False,False,bios,10,none,never,,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw31/ecbrtsw31.vmx,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw31/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw31/,[DiskLun_Servidores_Test_Nimble_2] ecbrtsw31/,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3134,423e58aa-2270-f5c3-45f6-a3c71a207a84,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw32,poweredOn,False,False,green,ecbrtsw32.bgr.com,connected,running,green,False,2022-10-20 07:58:01,,2020-12-11 17:11:09,2025-07-07 09:41:57,4,8192,1,3,intel-haswell,normal,True,True,172.20.41.101,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,325742,205201,196899,,,,,,False,6000,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw32/ecbrtsw32.vmx,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw32/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw32/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw32/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3209,423ee1bd-309b-68d6-535e-4a8d1056d72a,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw33,poweredOn,False,False,green,ecbrtsw33.bgr.com,connected,running,green,False,2025-07-03 16:40:35,,2020-12-11 15:08:11,2025-07-03 16:40:18,4,8192,1,3,intel-haswell,normal,True,True,172.20.41.128,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,776277,423203,414926,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw33/ecbrtsw33.vmx,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw33/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw33/,[DiskLun_Servidores_Test_Nimble_3] ecbrtsw33/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3141,423e80f5-aa7e-4f0a-dbdd-81b9e9b2e319,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw34,poweredOn,False,False,green,ecbrtsw34.bgr.com,connected,running,green,False,2022-10-18 08:18:29,,2022-08-10 11:50:29,2025-07-07 09:37:53,4,6144,2,3,intel-haswell,normal,True,True,193.168.30.10,VM_Test_41,VM_Test_41,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,221269,144545,138316,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW34/ECBRTSW34.vmx,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW34/,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW34/,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW34/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3216,423e3c57-77c2-283e-1184-284d06862d09,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw35,poweredOn,False,False,green,ecbrtsw35.bgr.com,connected,running,green,False,2022-10-20 07:58:07,,2022-08-10 11:16:34,2025-07-04 01:27:16,4,6144,2,3,intel-haswell,normal,True,True,193.168.30.11,VM_Test_41,VM_Test_41,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,221269,160052,153823,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW35/ECBRTSW35.vmx,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW35/,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW35/,[DiskLun_Servidores_Test_Nimble_1] ECBRTSW35/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-3178,423e93de-b5c6-2606-99b6-a47edf8c037c,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ECBRTSW37,poweredOn,False,False,green,ECBRTSW37.bgr.com,connected,running,green,False,2025-07-03 16:40:35,,2024-05-07 14:32:05,2025-07-08 10:48:23,2,10240,1,2,intel-haswell,normal,True,,172.20.41.249,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,430784,76279,65953,,,,,,False,0,10000,False,False,efi,19,none,never,,[DiskLun_Servidores_Test_Nimble_4] ECBRTSW37/ECBRTSW37.vmx,[DiskLun_Servidores_Test_Nimble_4] ECBRTSW37/,[DiskLun_Servidores_Test_Nimble_4] ECBRTSW37/,[DiskLun_Servidores_Test_Nimble_4] ECBRTSW37/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-13772,422ec1de-0dd8-cb02-41fb-70be4f139184,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
ecbrtsw90,poweredOn,False,False,green,ECBRTSW90.bgr.com,connected,running,green,False,2025-07-03 16:40:35,,2022-08-10 17:55:50,2025-07-03 16:39:45,2,4096,1,2,intel-haswell,normal,True,True,172.20.41.76,VM_Test_41,,,,,,,,1.0,,/DCP/Cluster_Test/Resources,/DCP,,True,notConfigured,gray,-1,-1,116980,88554,84214,,,,,,False,0,10000,False,False,bios,8,none,never,,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw90/ecbrtsw90.vmx,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw90/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw90/,[DiskLun_Servidores_Test_Nimble_1] ecbrtsw90/,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,Microsoft Windows Server 2008 (64-bit),Microsoft Windows Server 2008 (64-bit),vm-3208,423e47b0-02fd-3858-ca19-833ee86c25f0,VMware vCenter Server 8.0.3 build-24322831,,,172.20.1.174,172.20.1.174
