Server Group,Server Asset,Server Machine,Server IP,Server Process,Wave,Migration Strategy,Business Application
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,IIS Worker Process (MSApiRegistroCivil),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,IIS Worker Process (MSApiPagosFacilitoAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,p_ctmatw,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,IIS Worker Process (MSApiNotificacionRegistroOrdenPagoAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,IIS Worker Process (MSApiConsultasFacilito),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,IIS Worker Process (MSApiEstadoCheques),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,IIS Worker Process (MSApiArcotel),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Dynatrace Data Source Statsd,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Dynatrace Data Source WMI,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,IIS Worker Process (MSApiRecaudacionesCashPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,IIS Worker Process (MSApiPerfilArcoPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,.NET Framework,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Service Host,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Service Host (Windows Management Instrumentation),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Java (ag-app.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Redis Server,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Web App (ARR + BGRACCESOSERVICIOSAPI + BGRAccesoServiciosApiPool + DefaultAppPool + MSAPIACTIVARTARJETA + MSAPIAFILIACIONCANALES + MSAPIAHORROMETAS + MSAPIARCOTEL + MSAPIASOCIARTARJETADEBITO + MSAPIBUROCREDITO + MSAPICALCULADORAINMOBILIARIA + MSAPICAMPANASPERSONAS + MSAPICANALES + MSAPICATALOGOINSTITUCIONESFINANCIERAS + MSAPICATALOGOS + MSAPICATALOGOSCATEGORIAS + MSAPICATALOGOSGENERALES + MSAPICATALOGOSTRANSFERENCIASEXTERIOR + MSAPICERTIFICADOSBANCARIOS + MSAPICLIENTES + MSAPICLIENTESDATOSCONTACTO + MSAPICLIENTESDATOSCUENTAS + MSAPICLIENTESPRECALIFICADOS + MSAPICONSENTIMIENTOCLIENTE + MSAPICONSULTAASESORCLIENTE + MSAPICONSULTACUENTASCONVENIO + MSAPICONSULTARIMAGENESTARJETAS + MSAPICONSULTASCASH + MSAPICONSULTASFACILITO + MSAPICREACIONCUENTAAP + MSAPICREDENCIALES + MSAPICRM + MSAPICUENTASACREDITACIONES + MSAPICUENTASAHORROS + MSAPICUENTASMASIVAS + MSAPICUPOSMAXIMOS + MSAPICUPOSTARJETAS + MSAPICampanasPersonasAppPool + MSAPIDETALLETRANSFERENCIAS + MSAPIEMPRESAFACILITO + MSAPIEMPRESAS + MSAPIEMPRESASANYWAY + MSA,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Control-M,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Web App (RequestQueue),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Web App (BGRACCESOSERVICIOSAPI + BGRAccesoServiciosApiPool + DefaultAppPool + MSAPIACTIVARTARJETA + MSAPIAFILIACIONCANALES + MSAPIAHORROMETAS + MSAPIARCOTEL + MSAPIASOCIARTARJETADEBITO + MSAPIBUROCREDITO + MSAPICALCULADORAINMOBILIARIA + MSAPICAMPANASPERSONAS + MSAPICANALES + MSAPICATALOGOINSTITUCIONESFINANCIERAS + MSAPICATALOGOS + MSAPICATALOGOSCATEGORIAS + MSAPICATALOGOSGENERALES + MSAPICATALOGOSTRANSFERENCIASEXTERIOR + MSAPICERTIFICADOSBANCARIOS + MSAPICLIENTES + MSAPICLIENTESDATOSCONTACTO + MSAPICLIENTESDATOSCUENTAS + MSAPICLIENTESPRECALIFICADOS + MSAPICONSENTIMIENTOCLIENTE + MSAPICONSULTAASESORCLIENTE + MSAPICONSULTACUENTASCONVENIO + MSAPICONSULTARIMAGENESTARJETAS + MSAPICONSULTASCASH + MSAPICONSULTASFACILITO + MSAPICREACIONCUENTAAP + MSAPICREDENCIALES + MSAPICRM + MSAPICUENTASACREDITACIONES + MSAPICUENTASAHORROS + MSAPICUENTASMASIVAS + MSAPICUPOSMAXIMOS + MSAPICUPOSTARJETAS + MSAPICampanasPersonasAppPool + MSAPIDETALLETRANSFERENCIAS + MSAPIEMPRESAFACILITO + MSAPIEMPRESAS + MSAPIEMPRESASANYWAY + MSAPIEMPR,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW77,172.20.1.120,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,FlexNet Manager Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,cclclnt.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,p_ctmatw,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Web App (ARR),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Java (ag-app.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Control-M,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,A component of CICS TG,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Web App (DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW06,172.20.1.82,JavaService,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,IIS Worker Process (DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,IIS Worker Process (AppNetOB),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,IIS Worker Process (AppNetLocal),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,IIS Worker Process (AppNet),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,IIS Worker Process (AppServer64),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,IIS Worker Process (AppServerLocal),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Microsoft Edge,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,IIS Worker Process (AppServer64OB),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,p_ctmatw,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Hyland.RenderingConversionService.Host.WinSvc.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Hyland Rendering and Conversion Service,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Hyland.Diagnostics.NTService,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,.NET Framework,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Web App,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Java (ag-app.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Control-M,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW92,172.20.1.65,Web App (RequestQueue),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",FlexNet Manager Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Service Host (BITS),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",p_ctmatw,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Symantec NetBackup,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",NetBackup,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Service Host (Windows Event Log),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Symantec Backup Exec,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Service Host (Windows Management Instrumentation),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Microsoft SQL Server,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Java (ag-app.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Control-M,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Web App (RequestQueue),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ecbrprq64,"172.20.1.23,172.20.167.75",Arcserve Backup,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",p_ctmatw,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",RemoteAgent.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",NetBackup,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",RemoteAgentWd.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Trend Micro Deep Security Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",RemoteAgentInstaller.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Symantec Backup Exec,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Control-M,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",RemoteAgentCtrl.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Web App (RequestQueue),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Microsoft SQL Server,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRQ71,"172.20.1.2,172.20.167.100",Java (ag-app.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",IIS Worker Process (Bizagi 64-Bit ASP.NET v4.0),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Trend Micro Cloud Endpoint,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",FlexNet Manager Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Trend Micro Endpoint Basecamp,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",IIS Worker Process (DefaultAppPool),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",CreateImport.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",IIS Worker Process (ecosignature),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",BizAgi.Scheduler.Services.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",p_ctmatw,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Web App,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Bizagi,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Dynatrace,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",HP Data Protector,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Control-M,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Windows Start-Up Application,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Java (ag-app.jar),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Microsoft Windows Operating System,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Web App (ecosignature),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Web App (Web Services-Management),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Node.js,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",***$#Product*Name#$***,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",Insight Agent,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW53,"172.20.1.146,172.20.1.147",.NET Framework,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW85,172.20.1.154,dsa-connect.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW85,172.20.1.154,Trend Micro Anti-Malware Solution Platform,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW85,172.20.1.154,rapid7_endpoint_broker.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW85,172.20.1.154,rapid7_agent_core.exe,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW85,172.20.1.154,Filebeat,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW85,172.20.1.154,Host Process for Windows Tasks,Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW85,172.20.1.154,IIS Worker Process (BGRSeguridadCentralApi),Backlog,Rehost,-
BANCO GENERAL RUMI AHUI S. A,Computing Workload Management,ECBRPRW85,172.20.1.154,p_ctmatw,Backlog,Rehost,-
